                                                   
{'loss': 185.8999, 'grad_norm': 11.75302791595459, 'learning_rate': 5e-05, 'epoch': 0.06, 'num_input_tokens_seen': 131072, 'train_runtime': 11.2387, 'train_tokens_per_second': 11662.568}
{'loss': 20.3188, 'grad_norm': 4.590994358062744, 'learning_rate': 4.91e-05, 'epoch': 1.0, 'num_input_tokens_seen': 2375680, 'train_runtime': 129.8292, 'train_tokens_per_second': 18298.497}
{'loss': 163.3113, 'grad_norm': 32.989810943603516, 'learning_rate': 4.905e-05, 'epoch': 1.06, 'num_input_tokens_seen': 2506752, 'train_runtime': 136.8282, 'train_tokens_per_second': 18320.428}
{'loss': 163.0813, 'grad_norm': 32.26114273071289, 'learning_rate': 4.9e-05, 'epoch': 1.11, 'num_input_tokens_seen': 2637824, 'train_runtime': 170.6756, 'train_tokens_per_second': 15455.194}
{'loss': 162.7434, 'grad_norm': 32.233909606933594, 'learning_rate': 4.8950000000000004e-05, 'epoch': 1.17, 'num_input_tokens_seen': 2768896, 'train_runtime': 177.532, 'train_tokens_per_second': 15596.598}
{'loss': 162.2917, 'grad_norm': 31.901277542114258, 'learning_rate': 4.89e-05, 'epoch': 1.22, 'num_input_tokens_seen': 2899968, 'train_runtime': 184.462, 'train_tokens_per_second': 15721.22}
{'loss': 161.4158, 'grad_norm': 32.41896057128906, 'learning_rate': 4.885e-05, 'epoch': 1.28, 'num_input_tokens_seen': 3031040, 'train_runtime': 191.366, 'train_tokens_per_second': 15838.964}
{'loss': 161.1338, 'grad_norm': 32.01969528198242, 'learning_rate': 4.88e-05, 'epoch': 1.33, 'num_input_tokens_seen': 3162112, 'train_runtime': 198.2681, 'train_tokens_per_second': 15948.665}
{'loss': 160.7407, 'grad_norm': 31.790103912353516, 'learning_rate': 4.875e-05, 'epoch': 1.39, 'num_input_tokens_seen': 3293184, 'train_runtime': 205.2271, 'train_tokens_per_second': 16046.535}
{'loss': 160.0324, 'grad_norm': 32.25225830078125, 'learning_rate': 4.87e-05, 'epoch': 1.44, 'num_input_tokens_seen': 3424256, 'train_runtime': 212.1856, 'train_tokens_per_second': 16138.025}
{'loss': 159.5234, 'grad_norm': 31.97645378112793, 'learning_rate': 4.8650000000000003e-05, 'epoch': 1.5, 'num_input_tokens_seen': 3555328, 'train_runtime': 219.2413, 'train_tokens_per_second': 16216.504}
{'loss': 158.5396, 'grad_norm': 32.907081604003906, 'learning_rate': 4.86e-05, 'epoch': 1.55, 'num_input_tokens_seen': 3686400, 'train_runtime': 226.3121, 'train_tokens_per_second': 16289.012}
{'loss': 157.9359, 'grad_norm': 32.909332275390625, 'learning_rate': 4.855e-05, 'epoch': 1.61, 'num_input_tokens_seen': 3817472, 'train_runtime': 233.2905, 'train_tokens_per_second': 16363.597}
{'loss': 157.7297, 'grad_norm': 32.22726821899414, 'learning_rate': 4.85e-05, 'epoch': 1.66, 'num_input_tokens_seen': 3948544, 'train_runtime': 240.2195, 'train_tokens_per_second': 16437.235}
{'loss': 156.8937, 'grad_norm': 32.736934661865234, 'learning_rate': 4.845e-05, 'epoch': 1.72, 'num_input_tokens_seen': 4079616, 'train_runtime': 247.2007, 'train_tokens_per_second': 16503.255}
{'loss': 156.4963, 'grad_norm': 32.60597610473633, 'learning_rate': 4.8400000000000004e-05, 'epoch': 1.77, 'num_input_tokens_seen': 4210688, 'train_runtime': 254.1344, 'train_tokens_per_second': 16568.746}
{'loss': 156.249, 'grad_norm': 32.04887390136719, 'learning_rate': 4.835e-05, 'epoch': 1.83, 'num_input_tokens_seen': 4341760, 'train_runtime': 261.074, 'train_tokens_per_second': 16630.38}
{'loss': 155.5552, 'grad_norm': 32.22288131713867, 'learning_rate': 4.83e-05, 'epoch': 1.88, 'num_input_tokens_seen': 4472832, 'train_runtime': 268.0081, 'train_tokens_per_second': 16689.166}
{'loss': 155.0179, 'grad_norm': 32.313419342041016, 'learning_rate': 4.825e-05, 'epoch': 1.94, 'num_input_tokens_seen': 4603904, 'train_runtime': 274.9448, 'train_tokens_per_second': 16744.828}
{'loss': 154.407, 'grad_norm': 32.35159683227539, 'learning_rate': 4.82e-05, 'epoch': 1.99, 'num_input_tokens_seen': 4734976, 'train_runtime': 281.8869, 'train_tokens_per_second': 16797.433}
{'loss': 19.1735, 'grad_norm': 4.221055507659912, 'learning_rate': 4.815e-05, 'epoch': 2.0, 'num_input_tokens_seen': 4751360, 'train_runtime': 282.7674, 'train_tokens_per_second': 16803.07}
{'loss': 153.2557, 'grad_norm': 32.27463150024414, 'learning_rate': 4.8100000000000004e-05, 'epoch': 2.06, 'num_input_tokens_seen': 4882432, 'train_runtime': 289.7541, 'train_tokens_per_second': 16850.261}
{'loss': 153.1658, 'grad_norm': 31.59076499938965, 'learning_rate': 4.805e-05, 'epoch': 2.11, 'num_input_tokens_seen': 5013504, 'train_runtime': 296.7515, 'train_tokens_per_second': 16894.622}
{'loss': 152.7543, 'grad_norm': 31.2938232421875, 'learning_rate': 4.8e-05, 'epoch': 2.17, 'num_input_tokens_seen': 5144576, 'train_runtime': 326.3299, 'train_tokens_per_second': 15764.957}
{'loss': 152.0473, 'grad_norm': 31.6297664642334, 'learning_rate': 4.795e-05, 'epoch': 2.22, 'num_input_tokens_seen': 5275648, 'train_runtime': 333.2426, 'train_tokens_per_second': 15831.253}
{'loss': 151.0102, 'grad_norm': 32.500404357910156, 'learning_rate': 4.79e-05, 'epoch': 2.28, 'num_input_tokens_seen': 5406720, 'train_runtime': 340.178, 'train_tokens_per_second': 15893.799}
{'loss': 150.8823, 'grad_norm': 31.932693481445312, 'learning_rate': 4.785e-05, 'epoch': 2.33, 'num_input_tokens_seen': 5537792, 'train_runtime': 347.0802, 'train_tokens_per_second': 15955.368}
{'loss': 150.213, 'grad_norm': 31.951528549194336, 'learning_rate': 4.78e-05, 'epoch': 2.39, 'num_input_tokens_seen': 5668864, 'train_runtime': 354.0368, 'train_tokens_per_second': 16012.076}
{'loss': 150.3145, 'grad_norm': 31.3815860748291, 'learning_rate': 4.775e-05, 'epoch': 2.44, 'num_input_tokens_seen': 5799936, 'train_runtime': 360.9826, 'train_tokens_per_second': 16067.081}
{'loss': 149.8171, 'grad_norm': 31.221158981323242, 'learning_rate': 4.77e-05, 'epoch': 2.5, 'num_input_tokens_seen': 5931008, 'train_runtime': 367.9434, 'train_tokens_per_second': 16119.347}
{'loss': 148.9098, 'grad_norm': 31.552997589111328, 'learning_rate': 4.765e-05, 'epoch': 2.55, 'num_input_tokens_seen': 6062080, 'train_runtime': 374.9972, 'train_tokens_per_second': 16165.669}
{'loss': 148.4151, 'grad_norm': 31.70284080505371, 'learning_rate': 4.76e-05, 'epoch': 2.61, 'num_input_tokens_seen': 6193152, 'train_runtime': 381.9302, 'train_tokens_per_second': 16215.405}
{'loss': 148.4122, 'grad_norm': 31.097911834716797, 'learning_rate': 4.755e-05, 'epoch': 2.66, 'num_input_tokens_seen': 6324224, 'train_runtime': 388.869, 'train_tokens_per_second': 16263.12}
{'loss': 147.5502, 'grad_norm': 31.39969825744629, 'learning_rate': 4.75e-05, 'epoch': 2.72, 'num_input_tokens_seen': 6455296, 'train_runtime': 395.8068, 'train_tokens_per_second': 16309.207}
{'loss': 147.1804, 'grad_norm': 31.264787673950195, 'learning_rate': 4.745e-05, 'epoch': 2.77, 'num_input_tokens_seen': 6586368, 'train_runtime': 402.7443, 'train_tokens_per_second': 16353.721}
{'loss': 146.6458, 'grad_norm': 31.39284324645996, 'learning_rate': 4.74e-05, 'epoch': 2.83, 'num_input_tokens_seen': 6717440, 'train_runtime': 409.6785, 'train_tokens_per_second': 16396.857}
{'loss': 146.2148, 'grad_norm': 31.204526901245117, 'learning_rate': 4.735e-05, 'epoch': 2.88, 'num_input_tokens_seen': 6848512, 'train_runtime': 416.6141, 'train_tokens_per_second': 16438.503}
{'loss': 145.9537, 'grad_norm': 31.03337287902832, 'learning_rate': 4.73e-05, 'epoch': 2.94, 'num_input_tokens_seen': 6979584, 'train_runtime': 423.5503, 'train_tokens_per_second': 16478.761}
{'loss': 145.4469, 'grad_norm': 30.909835815429688, 'learning_rate': 4.7249999999999997e-05, 'epoch': 2.99, 'num_input_tokens_seen': 7110656, 'train_runtime': 430.4904, 'train_tokens_per_second': 16517.572}
{'loss': 18.1471, 'grad_norm': 4.043837070465088, 'learning_rate': 4.72e-05, 'epoch': 3.0, 'num_input_tokens_seen': 7127040, 'train_runtime': 431.3591, 'train_tokens_per_second': 16522.29}
{'loss': 144.6161, 'grad_norm': 30.60165786743164, 'learning_rate': 4.715e-05, 'epoch': 3.06, 'num_input_tokens_seen': 7258112, 'train_runtime': 438.3145, 'train_tokens_per_second': 16559.143}
{'loss': 143.9783, 'grad_norm': 30.957612991333008, 'learning_rate': 4.71e-05, 'epoch': 3.11, 'num_input_tokens_seen': 7389184, 'train_runtime': 445.2528, 'train_tokens_per_second': 16595.48}
{'loss': 143.4511, 'grad_norm': 30.691530227661133, 'learning_rate': 4.705e-05, 'epoch': 3.17, 'num_input_tokens_seen': 7520256, 'train_runtime': 452.1853, 'train_tokens_per_second': 16630.916}
{'loss': 142.616, 'grad_norm': 31.23924446105957, 'learning_rate': 4.7e-05, 'epoch': 3.22, 'num_input_tokens_seen': 7651328, 'train_runtime': 482.1994, 'train_tokens_per_second': 15867.561}
{'loss': 142.6269, 'grad_norm': 30.655317306518555, 'learning_rate': 4.695e-05, 'epoch': 3.28, 'num_input_tokens_seen': 7782400, 'train_runtime': 489.114, 'train_tokens_per_second': 15911.22}
{'loss': 142.1789, 'grad_norm': 30.38079071044922, 'learning_rate': 4.69e-05, 'epoch': 3.33, 'num_input_tokens_seen': 7913472, 'train_runtime': 496.0523, 'train_tokens_per_second': 15952.898}
{'loss': 141.8218, 'grad_norm': 30.2968692779541, 'learning_rate': 4.685000000000001e-05, 'epoch': 3.39, 'num_input_tokens_seen': 8044544, 'train_runtime': 503.0312, 'train_tokens_per_second': 15992.138}
{'loss': 141.3415, 'grad_norm': 30.395322799682617, 'learning_rate': 4.6800000000000006e-05, 'epoch': 3.44, 'num_input_tokens_seen': 8175616, 'train_runtime': 509.9736, 'train_tokens_per_second': 16031.448}
{'loss': 141.5322, 'grad_norm': 29.73040771484375, 'learning_rate': 4.6750000000000005e-05, 'epoch': 3.5, 'num_input_tokens_seen': 8306688, 'train_runtime': 516.9324, 'train_tokens_per_second': 16069.197}
{'loss': 140.5371, 'grad_norm': 29.827987670898438, 'learning_rate': 4.6700000000000003e-05, 'epoch': 3.55, 'num_input_tokens_seen': 8437760, 'train_runtime': 523.8973, 'train_tokens_per_second': 16105.751}
{'loss': 140.3467, 'grad_norm': 29.780071258544922, 'learning_rate': 4.665e-05, 'epoch': 3.61, 'num_input_tokens_seen': 8568832, 'train_runtime': 531.0541, 'train_tokens_per_second': 16135.516}
{'loss': 139.7765, 'grad_norm': 29.92763328552246, 'learning_rate': 4.660000000000001e-05, 'epoch': 3.66, 'num_input_tokens_seen': 8699904, 'train_runtime': 538.0438, 'train_tokens_per_second': 16169.508}
{'loss': 139.4558, 'grad_norm': 29.675411224365234, 'learning_rate': 4.655000000000001e-05, 'epoch': 3.72, 'num_input_tokens_seen': 8830976, 'train_runtime': 545.033, 'train_tokens_per_second': 16202.646}
{'loss': 138.9968, 'grad_norm': 29.69264793395996, 'learning_rate': 4.6500000000000005e-05, 'epoch': 3.77, 'num_input_tokens_seen': 8962048, 'train_runtime': 552.0205, 'train_tokens_per_second': 16234.991}
{'loss': 138.887, 'grad_norm': 29.55970001220703, 'learning_rate': 4.6450000000000004e-05, 'epoch': 3.83, 'num_input_tokens_seen': 9093120, 'train_runtime': 558.9523, 'train_tokens_per_second': 16268.151}
{'loss': 138.3343, 'grad_norm': 29.184165954589844, 'learning_rate': 4.64e-05, 'epoch': 3.88, 'num_input_tokens_seen': 9224192, 'train_runtime': 565.8862, 'train_tokens_per_second': 16300.436}
{'loss': 138.3915, 'grad_norm': 28.8253116607666, 'learning_rate': 4.635e-05, 'epoch': 3.94, 'num_input_tokens_seen': 9355264, 'train_runtime': 572.8749, 'train_tokens_per_second': 16330.378}
{'loss': 137.468, 'grad_norm': 29.35733985900879, 'learning_rate': 4.630000000000001e-05, 'epoch': 3.99, 'num_input_tokens_seen': 9486336, 'train_runtime': 579.8544, 'train_tokens_per_second': 16359.857}
{'loss': 17.0644, 'grad_norm': 3.860043525695801, 'learning_rate': 4.6250000000000006e-05, 'epoch': 4.0, 'num_input_tokens_seen': 9502720, 'train_runtime': 580.7261, 'train_tokens_per_second': 16363.515}
{'loss': 136.8834, 'grad_norm': 28.986370086669922, 'learning_rate': 4.6200000000000005e-05, 'epoch': 4.06, 'num_input_tokens_seen': 9633792, 'train_runtime': 587.6848, 'train_tokens_per_second': 16392.787}
{'loss': 135.8482, 'grad_norm': 29.418479919433594, 'learning_rate': 4.6150000000000004e-05, 'epoch': 4.11, 'num_input_tokens_seen': 9764864, 'train_runtime': 594.6286, 'train_tokens_per_second': 16421.785}
{'loss': 136.047, 'grad_norm': 28.785552978515625, 'learning_rate': 4.61e-05, 'epoch': 4.17, 'num_input_tokens_seen': 9895936, 'train_runtime': 601.7345, 'train_tokens_per_second': 16445.684}
{'loss': 135.8841, 'grad_norm': 28.21969985961914, 'learning_rate': 4.605e-05, 'epoch': 4.22, 'num_input_tokens_seen': 10027008, 'train_runtime': 608.676, 'train_tokens_per_second': 16473.474}
{'loss': 135.4483, 'grad_norm': 28.264053344726562, 'learning_rate': 4.600000000000001e-05, 'epoch': 4.28, 'num_input_tokens_seen': 10158080, 'train_runtime': 634.8762, 'train_tokens_per_second': 16000.097}
{'loss': 135.5177, 'grad_norm': 27.47355079650879, 'learning_rate': 4.5950000000000006e-05, 'epoch': 4.33, 'num_input_tokens_seen': 10289152, 'train_runtime': 641.8257, 'train_tokens_per_second': 16031.069}
{'loss': 134.8996, 'grad_norm': 27.68216896057129, 'learning_rate': 4.5900000000000004e-05, 'epoch': 4.39, 'num_input_tokens_seen': 10420224, 'train_runtime': 648.773, 'train_tokens_per_second': 16061.433}
{'loss': 134.8177, 'grad_norm': 27.530275344848633, 'learning_rate': 4.585e-05, 'epoch': 4.44, 'num_input_tokens_seen': 10551296, 'train_runtime': 655.7295, 'train_tokens_per_second': 16090.927}
{'loss': 133.8423, 'grad_norm': 28.236982345581055, 'learning_rate': 4.58e-05, 'epoch': 4.5, 'num_input_tokens_seen': 10682368, 'train_runtime': 662.6881, 'train_tokens_per_second': 16119.753}
{'loss': 133.9789, 'grad_norm': 27.30975341796875, 'learning_rate': 4.575e-05, 'epoch': 4.55, 'num_input_tokens_seen': 10813440, 'train_runtime': 669.6115, 'train_tokens_per_second': 16148.826}
{'loss': 132.9168, 'grad_norm': 27.934494018554688, 'learning_rate': 4.5700000000000006e-05, 'epoch': 4.61, 'num_input_tokens_seen': 10944512, 'train_runtime': 676.5938, 'train_tokens_per_second': 16175.896}
{'loss': 132.9299, 'grad_norm': 27.229045867919922, 'learning_rate': 4.5650000000000005e-05, 'epoch': 4.66, 'num_input_tokens_seen': 11075584, 'train_runtime': 683.5281, 'train_tokens_per_second': 16203.553}
{'loss': 132.817, 'grad_norm': 27.06629753112793, 'learning_rate': 4.5600000000000004e-05, 'epoch': 4.72, 'num_input_tokens_seen': 11206656, 'train_runtime': 690.4643, 'train_tokens_per_second': 16230.61}
{'loss': 132.5103, 'grad_norm': 27.09992790222168, 'learning_rate': 4.555e-05, 'epoch': 4.77, 'num_input_tokens_seen': 11337728, 'train_runtime': 697.408, 'train_tokens_per_second': 16256.951}
{'loss': 132.489, 'grad_norm': 26.647968292236328, 'learning_rate': 4.55e-05, 'epoch': 4.83, 'num_input_tokens_seen': 11468800, 'train_runtime': 704.3937, 'train_tokens_per_second': 16281.805}
{'loss': 132.2454, 'grad_norm': 26.186893463134766, 'learning_rate': 4.545000000000001e-05, 'epoch': 4.88, 'num_input_tokens_seen': 11599872, 'train_runtime': 711.3363, 'train_tokens_per_second': 16307.156}
{'loss': 131.107, 'grad_norm': 26.926071166992188, 'learning_rate': 4.5400000000000006e-05, 'epoch': 4.94, 'num_input_tokens_seen': 11730944, 'train_runtime': 718.4839, 'train_tokens_per_second': 16327.358}
{'loss': 131.0909, 'grad_norm': 26.383312225341797, 'learning_rate': 4.5350000000000005e-05, 'epoch': 4.99, 'num_input_tokens_seen': 11862016, 'train_runtime': 725.467, 'train_tokens_per_second': 16350.868}
{'loss': 16.3731, 'grad_norm': 3.354900598526001, 'learning_rate': 4.53e-05, 'epoch': 5.0, 'num_input_tokens_seen': 11878400, 'train_runtime': 726.3362, 'train_tokens_per_second': 16353.858}
{'loss': 130.4662, 'grad_norm': 25.74751853942871, 'learning_rate': 4.525e-05, 'epoch': 5.06, 'num_input_tokens_seen': 12009472, 'train_runtime': 733.2795, 'train_tokens_per_second': 16377.756}
{'loss': 130.594, 'grad_norm': 25.51156997680664, 'learning_rate': 4.52e-05, 'epoch': 5.11, 'num_input_tokens_seen': 12140544, 'train_runtime': 740.2594, 'train_tokens_per_second': 16400.391}
{'loss': 130.0802, 'grad_norm': 26.121883392333984, 'learning_rate': 4.5150000000000006e-05, 'epoch': 5.17, 'num_input_tokens_seen': 12271616, 'train_runtime': 747.2348, 'train_tokens_per_second': 16422.705}
{'loss': 129.7077, 'grad_norm': 25.01724624633789, 'learning_rate': 4.5100000000000005e-05, 'epoch': 5.22, 'num_input_tokens_seen': 12402688, 'train_runtime': 754.2188, 'train_tokens_per_second': 16444.415}
{'loss': 129.6426, 'grad_norm': 24.790576934814453, 'learning_rate': 4.5050000000000004e-05, 'epoch': 5.28, 'num_input_tokens_seen': 12533760, 'train_runtime': 761.1971, 'train_tokens_per_second': 16465.854}
{'loss': 129.0762, 'grad_norm': 24.873306274414062, 'learning_rate': 4.5e-05, 'epoch': 5.33, 'num_input_tokens_seen': 12664832, 'train_runtime': 786.732, 'train_tokens_per_second': 16098.025}
{'loss': 129.1994, 'grad_norm': 24.35801887512207, 'learning_rate': 4.495e-05, 'epoch': 5.39, 'num_input_tokens_seen': 12795904, 'train_runtime': 793.6181, 'train_tokens_per_second': 16123.504}
{'loss': 128.9008, 'grad_norm': 24.194883346557617, 'learning_rate': 4.49e-05, 'epoch': 5.44, 'num_input_tokens_seen': 12926976, 'train_runtime': 800.5207, 'train_tokens_per_second': 16148.21}
{'loss': 128.1969, 'grad_norm': 24.803665161132812, 'learning_rate': 4.4850000000000006e-05, 'epoch': 5.5, 'num_input_tokens_seen': 13058048, 'train_runtime': 807.4387, 'train_tokens_per_second': 16172.184}
{'loss': 128.6999, 'grad_norm': 24.127220153808594, 'learning_rate': 4.4800000000000005e-05, 'epoch': 5.55, 'num_input_tokens_seen': 13189120, 'train_runtime': 814.4003, 'train_tokens_per_second': 16194.886}
{'loss': 128.3443, 'grad_norm': 23.130615234375, 'learning_rate': 4.4750000000000004e-05, 'epoch': 5.61, 'num_input_tokens_seen': 13320192, 'train_runtime': 821.3671, 'train_tokens_per_second': 16217.1}
{'loss': 127.9298, 'grad_norm': 23.31194305419922, 'learning_rate': 4.47e-05, 'epoch': 5.66, 'num_input_tokens_seen': 13451264, 'train_runtime': 828.3318, 'train_tokens_per_second': 16238.98}
{'loss': 126.9521, 'grad_norm': 23.836627960205078, 'learning_rate': 4.465e-05, 'epoch': 5.72, 'num_input_tokens_seen': 13582336, 'train_runtime': 835.3022, 'train_tokens_per_second': 16260.386}
{'loss': 127.1653, 'grad_norm': 23.395732879638672, 'learning_rate': 4.46e-05, 'epoch': 5.77, 'num_input_tokens_seen': 13713408, 'train_runtime': 842.281, 'train_tokens_per_second': 16281.275}
{'loss': 127.2477, 'grad_norm': 22.91970443725586, 'learning_rate': 4.4550000000000005e-05, 'epoch': 5.83, 'num_input_tokens_seen': 13844480, 'train_runtime': 849.2617, 'train_tokens_per_second': 16301.784}
{'loss': 126.2755, 'grad_norm': 23.099990844726562, 'learning_rate': 4.4500000000000004e-05, 'epoch': 5.88, 'num_input_tokens_seen': 13975552, 'train_runtime': 856.4453, 'train_tokens_per_second': 16318.091}
{'loss': 126.5752, 'grad_norm': 21.99748992919922, 'learning_rate': 4.445e-05, 'epoch': 5.94, 'num_input_tokens_seen': 14106624, 'train_runtime': 863.4443, 'train_tokens_per_second': 16337.619}
{'loss': 126.6264, 'grad_norm': 21.750864028930664, 'learning_rate': 4.44e-05, 'epoch': 5.99, 'num_input_tokens_seen': 14237696, 'train_runtime': 870.427, 'train_tokens_per_second': 16357.139}
{'loss': 15.6727, 'grad_norm': 2.9246106147766113, 'learning_rate': 4.435e-05, 'epoch': 6.0, 'num_input_tokens_seen': 14254080, 'train_runtime': 871.3011, 'train_tokens_per_second': 16359.534}
{'loss': 125.7799, 'grad_norm': 21.552812576293945, 'learning_rate': 4.43e-05, 'epoch': 6.06, 'num_input_tokens_seen': 14385152, 'train_runtime': 878.3051, 'train_tokens_per_second': 16378.309}
{'loss': 124.8487, 'grad_norm': 22.121992111206055, 'learning_rate': 4.4250000000000005e-05, 'epoch': 6.11, 'num_input_tokens_seen': 14516224, 'train_runtime': 885.2884, 'train_tokens_per_second': 16397.17}
{'loss': 126.3324, 'grad_norm': 19.862276077270508, 'learning_rate': 4.4200000000000004e-05, 'epoch': 6.17, 'num_input_tokens_seen': 14647296, 'train_runtime': 892.2726, 'train_tokens_per_second': 16415.718}
{'loss': 125.1538, 'grad_norm': 20.859739303588867, 'learning_rate': 4.415e-05, 'epoch': 6.22, 'num_input_tokens_seen': 14778368, 'train_runtime': 899.2507, 'train_tokens_per_second': 16434.092}
{'loss': 124.7332, 'grad_norm': 20.770755767822266, 'learning_rate': 4.41e-05, 'epoch': 6.28, 'num_input_tokens_seen': 14909440, 'train_runtime': 906.2321, 'train_tokens_per_second': 16452.121}
{'loss': 125.5913, 'grad_norm': 19.83231544494629, 'learning_rate': 4.405e-05, 'epoch': 6.33, 'num_input_tokens_seen': 15040512, 'train_runtime': 913.2141, 'train_tokens_per_second': 16469.865}
{'loss': 124.0165, 'grad_norm': 20.39540672302246, 'learning_rate': 4.4000000000000006e-05, 'epoch': 6.39, 'num_input_tokens_seen': 15171584, 'train_runtime': 939.4016, 'train_tokens_per_second': 16150.265}
{'loss': 124.4714, 'grad_norm': 19.491531372070312, 'learning_rate': 4.3950000000000004e-05, 'epoch': 6.44, 'num_input_tokens_seen': 15302656, 'train_runtime': 946.3309, 'train_tokens_per_second': 16170.513}
{'loss': 123.8567, 'grad_norm': 20.01605796813965, 'learning_rate': 4.39e-05, 'epoch': 6.5, 'num_input_tokens_seen': 15433728, 'train_runtime': 953.2792, 'train_tokens_per_second': 16190.144}
{'loss': 124.3955, 'grad_norm': 18.68882179260254, 'learning_rate': 4.385e-05, 'epoch': 6.55, 'num_input_tokens_seen': 15564800, 'train_runtime': 960.2314, 'train_tokens_per_second': 16209.425}
{'loss': 123.2322, 'grad_norm': 19.140432357788086, 'learning_rate': 4.38e-05, 'epoch': 6.61, 'num_input_tokens_seen': 15695872, 'train_runtime': 967.1879, 'train_tokens_per_second': 16228.359}
