                                                   
{'loss': 186.0, 'grad_norm': 68.0, 'learning_rate': 5e-05, 'epoch': 0.06, 'num_input_tokens_seen': 131072, 'train_runtime': 15.5876, 'train_tokens_per_second': 8408.71}
{'loss': 169.0625, 'grad_norm': 34.0, 'learning_rate': 4.94e-05, 'epoch': 0.72, 'num_input_tokens_seen': 1703936, 'train_runtime': 133.8184, 'train_tokens_per_second': 12733.194}
{'loss': 168.6875, 'grad_norm': 33.5, 'learning_rate': 4.935e-05, 'epoch': 0.77, 'num_input_tokens_seen': 1835008, 'train_runtime': 143.7089, 'train_tokens_per_second': 12768.923}
{'loss': 168.375, 'grad_norm': 32.75, 'learning_rate': 4.93e-05, 'epoch': 0.83, 'num_input_tokens_seen': 1966080, 'train_runtime': 153.5967, 'train_tokens_per_second': 12800.273}
{'loss': 167.75, 'grad_norm': 32.5, 'learning_rate': 4.9250000000000004e-05, 'epoch': 0.88, 'num_input_tokens_seen': 2097152, 'train_runtime': 163.4947, 'train_tokens_per_second': 12827.032}
{'loss': 167.3125, 'grad_norm': 33.25, 'learning_rate': 4.92e-05, 'epoch': 0.94, 'num_input_tokens_seen': 2228224, 'train_runtime': 173.3921, 'train_tokens_per_second': 12850.785}
{'loss': 166.6875, 'grad_norm': 33.25, 'learning_rate': 4.915e-05, 'epoch': 0.99, 'num_input_tokens_seen': 2359296, 'train_runtime': 183.2825, 'train_tokens_per_second': 12872.458}
{'loss': 20.625, 'grad_norm': 5.0, 'learning_rate': 4.91e-05, 'epoch': 1.0, 'num_input_tokens_seen': 2375680, 'train_runtime': 184.5197, 'train_tokens_per_second': 12874.941}
{'loss': 165.625, 'grad_norm': 33.75, 'learning_rate': 4.905e-05, 'epoch': 1.06, 'num_input_tokens_seen': 2506752, 'train_runtime': 194.416, 'train_tokens_per_second': 12893.756}
{'loss': 165.5625, 'grad_norm': 33.75, 'learning_rate': 4.9e-05, 'epoch': 1.11, 'num_input_tokens_seen': 2637824, 'train_runtime': 204.263, 'train_tokens_per_second': 12913.861}
{'loss': 165.375, 'grad_norm': 33.25, 'learning_rate': 4.8950000000000004e-05, 'epoch': 1.17, 'num_input_tokens_seen': 2768896, 'train_runtime': 214.1149, 'train_tokens_per_second': 12931.821}
{'loss': 165.0, 'grad_norm': 33.0, 'learning_rate': 4.89e-05, 'epoch': 1.22, 'num_input_tokens_seen': 2899968, 'train_runtime': 223.9678, 'train_tokens_per_second': 12948.145}
{'loss': 164.0625, 'grad_norm': 33.5, 'learning_rate': 4.885e-05, 'epoch': 1.28, 'num_input_tokens_seen': 3031040, 'train_runtime': 233.8201, 'train_tokens_per_second': 12963.128}
{'loss': 163.9375, 'grad_norm': 33.25, 'learning_rate': 4.88e-05, 'epoch': 1.33, 'num_input_tokens_seen': 3162112, 'train_runtime': 243.677, 'train_tokens_per_second': 12976.651}
{'loss': 163.5, 'grad_norm': 33.0, 'learning_rate': 4.875e-05, 'epoch': 1.39, 'num_input_tokens_seen': 3293184, 'train_runtime': 253.5258, 'train_tokens_per_second': 12989.541}
{'loss': 162.9375, 'grad_norm': 33.5, 'learning_rate': 4.87e-05, 'epoch': 1.44, 'num_input_tokens_seen': 3424256, 'train_runtime': 263.3802, 'train_tokens_per_second': 13001.192}
{'loss': 162.375, 'grad_norm': 33.25, 'learning_rate': 4.8650000000000003e-05, 'epoch': 1.5, 'num_input_tokens_seen': 3555328, 'train_runtime': 273.2343, 'train_tokens_per_second': 13012.012}
{'loss': 161.375, 'grad_norm': 34.75, 'learning_rate': 4.86e-05, 'epoch': 1.55, 'num_input_tokens_seen': 3686400, 'train_runtime': 283.0838, 'train_tokens_per_second': 13022.292}
{'loss': 160.6875, 'grad_norm': 34.0, 'learning_rate': 4.855e-05, 'epoch': 1.61, 'num_input_tokens_seen': 3817472, 'train_runtime': 292.9808, 'train_tokens_per_second': 13029.768}
{'loss': 160.8125, 'grad_norm': 35.0, 'learning_rate': 4.85e-05, 'epoch': 1.66, 'num_input_tokens_seen': 3948544, 'train_runtime': 302.8722, 'train_tokens_per_second': 13036.995}
{'loss': 159.875, 'grad_norm': 34.75, 'learning_rate': 4.845e-05, 'epoch': 1.72, 'num_input_tokens_seen': 4079616, 'train_runtime': 312.765, 'train_tokens_per_second': 13043.711}
{'loss': 159.375, 'grad_norm': 34.25, 'learning_rate': 4.8400000000000004e-05, 'epoch': 1.77, 'num_input_tokens_seen': 4210688, 'train_runtime': 322.6489, 'train_tokens_per_second': 13050.373}
{'loss': 159.25, 'grad_norm': 33.75, 'learning_rate': 4.835e-05, 'epoch': 1.83, 'num_input_tokens_seen': 4341760, 'train_runtime': 332.5007, 'train_tokens_per_second': 13057.898}
{'loss': 158.5, 'grad_norm': 34.5, 'learning_rate': 4.83e-05, 'epoch': 1.88, 'num_input_tokens_seen': 4472832, 'train_runtime': 342.3516, 'train_tokens_per_second': 13065.024}
{'loss': 158.25, 'grad_norm': 33.75, 'learning_rate': 4.825e-05, 'epoch': 1.94, 'num_input_tokens_seen': 4603904, 'train_runtime': 352.1998, 'train_tokens_per_second': 13071.853}
{'loss': 157.375, 'grad_norm': 33.75, 'learning_rate': 4.82e-05, 'epoch': 1.99, 'num_input_tokens_seen': 4734976, 'train_runtime': 362.0491, 'train_tokens_per_second': 13078.269}
{'loss': 19.5625, 'grad_norm': 5.15625, 'learning_rate': 4.815e-05, 'epoch': 2.0, 'num_input_tokens_seen': 4751360, 'train_runtime': 363.2932, 'train_tokens_per_second': 13078.583}
{'loss': 155.9375, 'grad_norm': 37.5, 'learning_rate': 4.8100000000000004e-05, 'epoch': 2.06, 'num_input_tokens_seen': 4882432, 'train_runtime': 373.1893, 'train_tokens_per_second': 13082.992}
{'loss': 156.4375, 'grad_norm': 35.5, 'learning_rate': 4.805e-05, 'epoch': 2.11, 'num_input_tokens_seen': 5013504, 'train_runtime': 383.0334, 'train_tokens_per_second': 13088.948}
{'loss': 155.6875, 'grad_norm': 34.5, 'learning_rate': 4.8e-05, 'epoch': 2.17, 'num_input_tokens_seen': 5144576, 'train_runtime': 392.8762, 'train_tokens_per_second': 13094.65}
{'loss': 155.375, 'grad_norm': 33.75, 'learning_rate': 4.795e-05, 'epoch': 2.22, 'num_input_tokens_seen': 5275648, 'train_runtime': 402.9182, 'train_tokens_per_second': 13093.595}
{'loss': 154.0625, 'grad_norm': 34.0, 'learning_rate': 4.79e-05, 'epoch': 2.28, 'num_input_tokens_seen': 5406720, 'train_runtime': 412.7608, 'train_tokens_per_second': 13098.918}
{'loss': 154.0625, 'grad_norm': 34.25, 'learning_rate': 4.785e-05, 'epoch': 2.33, 'num_input_tokens_seen': 5537792, 'train_runtime': 422.6033, 'train_tokens_per_second': 13103.997}
{'loss': 153.25, 'grad_norm': 32.75, 'learning_rate': 4.78e-05, 'epoch': 2.39, 'num_input_tokens_seen': 5668864, 'train_runtime': 432.4971, 'train_tokens_per_second': 13107.286}
{'loss': 153.5625, 'grad_norm': 33.5, 'learning_rate': 4.775e-05, 'epoch': 2.44, 'num_input_tokens_seen': 5799936, 'train_runtime': 442.3407, 'train_tokens_per_second': 13111.92}
{'loss': 153.25, 'grad_norm': 32.25, 'learning_rate': 4.77e-05, 'epoch': 2.5, 'num_input_tokens_seen': 5931008, 'train_runtime': 452.1869, 'train_tokens_per_second': 13116.276}
{'loss': 152.1875, 'grad_norm': 32.25, 'learning_rate': 4.765e-05, 'epoch': 2.55, 'num_input_tokens_seen': 6062080, 'train_runtime': 462.0371, 'train_tokens_per_second': 13120.331}
{'loss': 151.9375, 'grad_norm': 32.75, 'learning_rate': 4.76e-05, 'epoch': 2.61, 'num_input_tokens_seen': 6193152, 'train_runtime': 471.8889, 'train_tokens_per_second': 13124.175}
{'loss': 151.8125, 'grad_norm': 32.25, 'learning_rate': 4.755e-05, 'epoch': 2.66, 'num_input_tokens_seen': 6324224, 'train_runtime': 481.7344, 'train_tokens_per_second': 13128.03}
{'loss': 151.375, 'grad_norm': 31.25, 'learning_rate': 4.75e-05, 'epoch': 2.72, 'num_input_tokens_seen': 6455296, 'train_runtime': 491.5899, 'train_tokens_per_second': 13131.465}
{'loss': 150.625, 'grad_norm': 33.75, 'learning_rate': 4.745e-05, 'epoch': 2.77, 'num_input_tokens_seen': 6586368, 'train_runtime': 501.489, 'train_tokens_per_second': 13133.624}
{'loss': 150.5625, 'grad_norm': 31.75, 'learning_rate': 4.74e-05, 'epoch': 2.83, 'num_input_tokens_seen': 6717440, 'train_runtime': 511.3389, 'train_tokens_per_second': 13136.961}
{'loss': 150.3125, 'grad_norm': 30.75, 'learning_rate': 4.735e-05, 'epoch': 2.88, 'num_input_tokens_seen': 6848512, 'train_runtime': 521.1831, 'train_tokens_per_second': 13140.32}
{'loss': 149.875, 'grad_norm': 33.25, 'learning_rate': 4.73e-05, 'epoch': 2.94, 'num_input_tokens_seen': 6979584, 'train_runtime': 531.0324, 'train_tokens_per_second': 13143.425}
{'loss': 149.5625, 'grad_norm': 30.875, 'learning_rate': 4.7249999999999997e-05, 'epoch': 2.99, 'num_input_tokens_seen': 7110656, 'train_runtime': 540.8758, 'train_tokens_per_second': 13146.561}
{'loss': 18.625, 'grad_norm': 4.4375, 'learning_rate': 4.72e-05, 'epoch': 3.0, 'num_input_tokens_seen': 7127040, 'train_runtime': 542.1106, 'train_tokens_per_second': 13146.838}
{'loss': 148.8125, 'grad_norm': 30.75, 'learning_rate': 4.715e-05, 'epoch': 3.06, 'num_input_tokens_seen': 7258112, 'train_runtime': 552.0232, 'train_tokens_per_second': 13148.201}
{'loss': 147.875, 'grad_norm': 33.25, 'learning_rate': 4.71e-05, 'epoch': 3.11, 'num_input_tokens_seen': 7389184, 'train_runtime': 561.912, 'train_tokens_per_second': 13150.074}
{'loss': 147.75, 'grad_norm': 30.875, 'learning_rate': 4.705e-05, 'epoch': 3.17, 'num_input_tokens_seen': 7520256, 'train_runtime': 571.803, 'train_tokens_per_second': 13151.83}
{'loss': 147.125, 'grad_norm': 31.375, 'learning_rate': 4.7e-05, 'epoch': 3.22, 'num_input_tokens_seen': 7651328, 'train_runtime': 581.6872, 'train_tokens_per_second': 13153.681}
{'loss': 146.875, 'grad_norm': 32.0, 'learning_rate': 4.695e-05, 'epoch': 3.28, 'num_input_tokens_seen': 7782400, 'train_runtime': 591.577, 'train_tokens_per_second': 13155.346}
{'loss': 146.5, 'grad_norm': 33.25, 'learning_rate': 4.69e-05, 'epoch': 3.33, 'num_input_tokens_seen': 7913472, 'train_runtime': 601.4649, 'train_tokens_per_second': 13156.997}
{'loss': 146.625, 'grad_norm': 31.25, 'learning_rate': 4.685000000000001e-05, 'epoch': 3.39, 'num_input_tokens_seen': 8044544, 'train_runtime': 611.3517, 'train_tokens_per_second': 13158.618}
{'loss': 146.375, 'grad_norm': 32.5, 'learning_rate': 4.6800000000000006e-05, 'epoch': 3.44, 'num_input_tokens_seen': 8175616, 'train_runtime': 621.2386, 'train_tokens_per_second': 13160.186}
{'loss': 146.25, 'grad_norm': 30.125, 'learning_rate': 4.6750000000000005e-05, 'epoch': 3.5, 'num_input_tokens_seen': 8306688, 'train_runtime': 631.126, 'train_tokens_per_second': 13161.695}
{'loss': 145.75, 'grad_norm': 30.125, 'learning_rate': 4.6700000000000003e-05, 'epoch': 3.55, 'num_input_tokens_seen': 8437760, 'train_runtime': 641.0144, 'train_tokens_per_second': 13163.135}
{'loss': 145.125, 'grad_norm': 33.25, 'learning_rate': 4.665e-05, 'epoch': 3.61, 'num_input_tokens_seen': 8568832, 'train_runtime': 650.887, 'train_tokens_per_second': 13164.853}
{'loss': 144.9375, 'grad_norm': 30.375, 'learning_rate': 4.660000000000001e-05, 'epoch': 3.66, 'num_input_tokens_seen': 8699904, 'train_runtime': 660.7761, 'train_tokens_per_second': 13166.19}
{'loss': 144.9375, 'grad_norm': 31.875, 'learning_rate': 4.655000000000001e-05, 'epoch': 3.72, 'num_input_tokens_seen': 8830976, 'train_runtime': 670.6607, 'train_tokens_per_second': 13167.576}
{'loss': 144.25, 'grad_norm': 29.875, 'learning_rate': 4.6500000000000005e-05, 'epoch': 3.77, 'num_input_tokens_seen': 8962048, 'train_runtime': 680.5538, 'train_tokens_per_second': 13168.757}
{'loss': 144.25, 'grad_norm': 31.875, 'learning_rate': 4.6450000000000004e-05, 'epoch': 3.83, 'num_input_tokens_seen': 9093120, 'train_runtime': 690.4404, 'train_tokens_per_second': 13170.029}
{'loss': 143.875, 'grad_norm': 31.25, 'learning_rate': 4.64e-05, 'epoch': 3.88, 'num_input_tokens_seen': 9224192, 'train_runtime': 700.2812, 'train_tokens_per_second': 13172.126}
{'loss': 143.9375, 'grad_norm': 29.375, 'learning_rate': 4.635e-05, 'epoch': 3.94, 'num_input_tokens_seen': 9355264, 'train_runtime': 710.1187, 'train_tokens_per_second': 13174.225}
{'loss': 143.3125, 'grad_norm': 34.25, 'learning_rate': 4.630000000000001e-05, 'epoch': 3.99, 'num_input_tokens_seen': 9486336, 'train_runtime': 719.9862, 'train_tokens_per_second': 13175.719}
{'loss': 17.75, 'grad_norm': 4.3125, 'learning_rate': 4.6250000000000006e-05, 'epoch': 4.0, 'num_input_tokens_seen': 9502720, 'train_runtime': 721.2183, 'train_tokens_per_second': 13175.927}
{'loss': 142.75, 'grad_norm': 30.0, 'learning_rate': 4.6200000000000005e-05, 'epoch': 4.06, 'num_input_tokens_seen': 9633792, 'train_runtime': 731.106, 'train_tokens_per_second': 13177.011}
{'loss': 141.75, 'grad_norm': 32.25, 'learning_rate': 4.6150000000000004e-05, 'epoch': 4.11, 'num_input_tokens_seen': 9764864, 'train_runtime': 740.9769, 'train_tokens_per_second': 13178.364}
{'loss': 141.9375, 'grad_norm': 30.375, 'learning_rate': 4.61e-05, 'epoch': 4.17, 'num_input_tokens_seen': 9895936, 'train_runtime': 750.8538, 'train_tokens_per_second': 13179.578}
{'loss': 141.875, 'grad_norm': 29.75, 'learning_rate': 4.605e-05, 'epoch': 4.22, 'num_input_tokens_seen': 10027008, 'train_runtime': 760.7338, 'train_tokens_per_second': 13180.706}
{'loss': 141.375, 'grad_norm': 31.0, 'learning_rate': 4.600000000000001e-05, 'epoch': 4.28, 'num_input_tokens_seen': 10158080, 'train_runtime': 770.6066, 'train_tokens_per_second': 13181.927}
{'loss': 141.9375, 'grad_norm': 29.0, 'learning_rate': 4.5950000000000006e-05, 'epoch': 4.33, 'num_input_tokens_seen': 10289152, 'train_runtime': 780.4818, 'train_tokens_per_second': 13183.078}
{'loss': 141.1875, 'grad_norm': 29.125, 'learning_rate': 4.5900000000000004e-05, 'epoch': 4.39, 'num_input_tokens_seen': 10420224, 'train_runtime': 790.3568, 'train_tokens_per_second': 13184.203}
{'loss': 140.875, 'grad_norm': 29.5, 'learning_rate': 4.585e-05, 'epoch': 4.44, 'num_input_tokens_seen': 10551296, 'train_runtime': 800.2348, 'train_tokens_per_second': 13185.25}
{'loss': 139.9375, 'grad_norm': 31.875, 'learning_rate': 4.58e-05, 'epoch': 4.5, 'num_input_tokens_seen': 10682368, 'train_runtime': 810.115, 'train_tokens_per_second': 13186.236}
{'loss': 140.25, 'grad_norm': 28.875, 'learning_rate': 4.575e-05, 'epoch': 4.55, 'num_input_tokens_seen': 10813440, 'train_runtime': 820.0, 'train_tokens_per_second': 13187.122}
{'loss': 139.375, 'grad_norm': 32.25, 'learning_rate': 4.5700000000000006e-05, 'epoch': 4.61, 'num_input_tokens_seen': 10944512, 'train_runtime': 829.8839, 'train_tokens_per_second': 13188.004}
{'loss': 139.5625, 'grad_norm': 29.0, 'learning_rate': 4.5650000000000005e-05, 'epoch': 4.66, 'num_input_tokens_seen': 11075584, 'train_runtime': 839.765, 'train_tokens_per_second': 13188.909}
{'loss': 138.9375, 'grad_norm': 29.25, 'learning_rate': 4.5600000000000004e-05, 'epoch': 4.72, 'num_input_tokens_seen': 11206656, 'train_runtime': 849.6471, 'train_tokens_per_second': 13189.778}
{'loss': 138.9375, 'grad_norm': 29.375, 'learning_rate': 4.555e-05, 'epoch': 4.77, 'num_input_tokens_seen': 11337728, 'train_runtime': 859.8151, 'train_tokens_per_second': 13186.239}
{'loss': 138.5, 'grad_norm': 28.75, 'learning_rate': 4.55e-05, 'epoch': 4.83, 'num_input_tokens_seen': 11468800, 'train_runtime': 869.6485, 'train_tokens_per_second': 13187.857}
{'loss': 138.8125, 'grad_norm': 28.5, 'learning_rate': 4.545000000000001e-05, 'epoch': 4.88, 'num_input_tokens_seen': 11599872, 'train_runtime': 879.4759, 'train_tokens_per_second': 13189.528}
{'loss': 137.5, 'grad_norm': 29.75, 'learning_rate': 4.5400000000000006e-05, 'epoch': 4.94, 'num_input_tokens_seen': 11730944, 'train_runtime': 889.3097, 'train_tokens_per_second': 13191.068}
{'loss': 137.5625, 'grad_norm': 29.75, 'learning_rate': 4.5350000000000005e-05, 'epoch': 4.99, 'num_input_tokens_seen': 11862016, 'train_runtime': 899.1979, 'train_tokens_per_second': 13191.775}
{'loss': 17.25, 'grad_norm': 4.03125, 'learning_rate': 4.53e-05, 'epoch': 5.0, 'num_input_tokens_seen': 11878400, 'train_runtime': 900.4313, 'train_tokens_per_second': 13191.901}
{'loss': 137.125, 'grad_norm': 30.375, 'learning_rate': 4.525e-05, 'epoch': 5.06, 'num_input_tokens_seen': 12009472, 'train_runtime': 910.3265, 'train_tokens_per_second': 13192.489}
{'loss': 137.1875, 'grad_norm': 28.5, 'learning_rate': 4.52e-05, 'epoch': 5.11, 'num_input_tokens_seen': 12140544, 'train_runtime': 920.2077, 'train_tokens_per_second': 13193.266}
{'loss': 136.875, 'grad_norm': 30.625, 'learning_rate': 4.5150000000000006e-05, 'epoch': 5.17, 'num_input_tokens_seen': 12271616, 'train_runtime': 930.0872, 'train_tokens_per_second': 13194.049}
{'loss': 136.625, 'grad_norm': 28.75, 'learning_rate': 4.5100000000000005e-05, 'epoch': 5.22, 'num_input_tokens_seen': 12402688, 'train_runtime': 939.968, 'train_tokens_per_second': 13194.798}
{'loss': 136.5625, 'grad_norm': 28.25, 'learning_rate': 4.5050000000000004e-05, 'epoch': 5.28, 'num_input_tokens_seen': 12533760, 'train_runtime': 949.8554, 'train_tokens_per_second': 13195.439}
{'loss': 135.8125, 'grad_norm': 29.25, 'learning_rate': 4.5e-05, 'epoch': 5.33, 'num_input_tokens_seen': 12664832, 'train_runtime': 969.4116, 'train_tokens_per_second': 13064.453}
{'loss': 136.1875, 'grad_norm': 28.625, 'learning_rate': 4.495e-05, 'epoch': 5.39, 'num_input_tokens_seen': 12795904, 'train_runtime': 979.2817, 'train_tokens_per_second': 13066.622}
{'loss': 135.625, 'grad_norm': 28.375, 'learning_rate': 4.49e-05, 'epoch': 5.44, 'num_input_tokens_seen': 12926976, 'train_runtime': 989.1565, 'train_tokens_per_second': 13068.686}
{'loss': 135.375, 'grad_norm': 29.25, 'learning_rate': 4.4850000000000006e-05, 'epoch': 5.5, 'num_input_tokens_seen': 13058048, 'train_runtime': 999.0444, 'train_tokens_per_second': 13070.538}
{'loss': 135.4375, 'grad_norm': 29.25, 'learning_rate': 4.4800000000000005e-05, 'epoch': 5.55, 'num_input_tokens_seen': 13189120, 'train_runtime': 1008.9156, 'train_tokens_per_second': 13072.57}
{'loss': 135.5, 'grad_norm': 27.375, 'learning_rate': 4.4750000000000004e-05, 'epoch': 5.61, 'num_input_tokens_seen': 13320192, 'train_runtime': 1018.7466, 'train_tokens_per_second': 13075.079}
{'loss': 134.875, 'grad_norm': 28.75, 'learning_rate': 4.47e-05, 'epoch': 5.66, 'num_input_tokens_seen': 13451264, 'train_runtime': 1028.5804, 'train_tokens_per_second': 13077.504}
{'loss': 134.125, 'grad_norm': 28.75, 'learning_rate': 4.465e-05, 'epoch': 5.72, 'num_input_tokens_seen': 13582336, 'train_runtime': 1038.4184, 'train_tokens_per_second': 13079.83}
{'loss': 134.125, 'grad_norm': 28.375, 'learning_rate': 4.46e-05, 'epoch': 5.77, 'num_input_tokens_seen': 13713408, 'train_runtime': 1048.2509, 'train_tokens_per_second': 13082.181}
{'loss': 134.25, 'grad_norm': 28.625, 'learning_rate': 4.4550000000000005e-05, 'epoch': 5.83, 'num_input_tokens_seen': 13844480, 'train_runtime': 1058.0789, 'train_tokens_per_second': 13084.544}
{'loss': 132.8125, 'grad_norm': 28.25, 'learning_rate': 4.4500000000000004e-05, 'epoch': 5.88, 'num_input_tokens_seen': 13975552, 'train_runtime': 1067.9118, 'train_tokens_per_second': 13086.804}
{'loss': 133.6875, 'grad_norm': 28.125, 'learning_rate': 4.445e-05, 'epoch': 5.94, 'num_input_tokens_seen': 14106624, 'train_runtime': 1077.7466, 'train_tokens_per_second': 13088.999}
{'loss': 133.4375, 'grad_norm': 28.375, 'learning_rate': 4.44e-05, 'epoch': 5.99, 'num_input_tokens_seen': 14237696, 'train_runtime': 1087.5798, 'train_tokens_per_second': 13091.174}
{'loss': 16.5625, 'grad_norm': 3.984375, 'learning_rate': 4.435e-05, 'epoch': 6.0, 'num_input_tokens_seen': 14254080, 'train_runtime': 1088.8075, 'train_tokens_per_second': 13091.46}
{'loss': 132.9375, 'grad_norm': 33.25, 'learning_rate': 4.43e-05, 'epoch': 6.06, 'num_input_tokens_seen': 14385152, 'train_runtime': 1098.6489, 'train_tokens_per_second': 13093.493}
{'loss': 131.5, 'grad_norm': 29.25, 'learning_rate': 4.4250000000000005e-05, 'epoch': 6.11, 'num_input_tokens_seen': 14516224, 'train_runtime': 1108.4829, 'train_tokens_per_second': 13095.578}
{'loss': 133.5, 'grad_norm': 28.625, 'learning_rate': 4.4200000000000004e-05, 'epoch': 6.17, 'num_input_tokens_seen': 14647296, 'train_runtime': 1118.3178, 'train_tokens_per_second': 13097.615}
{'loss': 132.0625, 'grad_norm': 31.75, 'learning_rate': 4.415e-05, 'epoch': 6.22, 'num_input_tokens_seen': 14778368, 'train_runtime': 1128.1493, 'train_tokens_per_second': 13099.657}
{'loss': 131.4375, 'grad_norm': 28.875, 'learning_rate': 4.41e-05, 'epoch': 6.28, 'num_input_tokens_seen': 14909440, 'train_runtime': 1137.9848, 'train_tokens_per_second': 13101.616}
{'loss': 132.5625, 'grad_norm': 29.25, 'learning_rate': 4.405e-05, 'epoch': 6.33, 'num_input_tokens_seen': 15040512, 'train_runtime': 1147.8161, 'train_tokens_per_second': 13103.591}
{'loss': 131.3125, 'grad_norm': 29.0, 'learning_rate': 4.4000000000000006e-05, 'epoch': 6.39, 'num_input_tokens_seen': 15171584, 'train_runtime': 1157.6504, 'train_tokens_per_second': 13105.497}
{'loss': 131.6875, 'grad_norm': 28.875, 'learning_rate': 4.3950000000000004e-05, 'epoch': 6.44, 'num_input_tokens_seen': 15302656, 'train_runtime': 1167.4875, 'train_tokens_per_second': 13107.341}
{'loss': 130.5938, 'grad_norm': 29.25, 'learning_rate': 4.39e-05, 'epoch': 6.5, 'num_input_tokens_seen': 15433728, 'train_runtime': 1177.3235, 'train_tokens_per_second': 13109.165}
{'loss': 131.5, 'grad_norm': 27.875, 'learning_rate': 4.385e-05, 'epoch': 6.55, 'num_input_tokens_seen': 15564800, 'train_runtime': 1187.2079, 'train_tokens_per_second': 13110.425}
{'loss': 130.5, 'grad_norm': 29.125, 'learning_rate': 4.38e-05, 'epoch': 6.61, 'num_input_tokens_seen': 15695872, 'train_runtime': 1197.0702, 'train_tokens_per_second': 13111.906}
{'loss': 130.3438, 'grad_norm': 27.75, 'learning_rate': 4.375e-05, 'epoch': 6.66, 'num_input_tokens_seen': 15826944, 'train_runtime': 1206.9018, 'train_tokens_per_second': 13113.697}
{'loss': 131.7812, 'grad_norm': 26.75, 'learning_rate': 4.3700000000000005e-05, 'epoch': 6.72, 'num_input_tokens_seen': 15958016, 'train_runtime': 1216.7331, 'train_tokens_per_second': 13115.461}
{'loss': 130.1875, 'grad_norm': 28.5, 'learning_rate': 4.3650000000000004e-05, 'epoch': 6.77, 'num_input_tokens_seen': 16089088, 'train_runtime': 1226.5644, 'train_tokens_per_second': 13117.198}
{'loss': 130.4688, 'grad_norm': 26.75, 'learning_rate': 4.36e-05, 'epoch': 6.83, 'num_input_tokens_seen': 16220160, 'train_runtime': 1236.3994, 'train_tokens_per_second': 13118.868}
{'loss': 130.25, 'grad_norm': 28.25, 'learning_rate': 4.355e-05, 'epoch': 6.88, 'num_input_tokens_seen': 16351232, 'train_runtime': 1246.236, 'train_tokens_per_second': 13120.494}
{'loss': 129.5625, 'grad_norm': 27.75, 'learning_rate': 4.35e-05, 'epoch': 6.94, 'num_input_tokens_seen': 16482304, 'train_runtime': 1256.0689, 'train_tokens_per_second': 13122.134}
{'loss': 129.5625, 'grad_norm': 27.0, 'learning_rate': 4.345e-05, 'epoch': 6.99, 'num_input_tokens_seen': 16613376, 'train_runtime': 1265.9022, 'train_tokens_per_second': 13123.743}
{'loss': 16.3125, 'grad_norm': 3.59375, 'learning_rate': 4.3400000000000005e-05, 'epoch': 7.0, 'num_input_tokens_seen': 16629760, 'train_runtime': 1267.1309, 'train_tokens_per_second': 13123.948}
{'loss': 128.9375, 'grad_norm': 29.25, 'learning_rate': 4.335e-05, 'epoch': 7.06, 'num_input_tokens_seen': 16760832, 'train_runtime': 1276.9711, 'train_tokens_per_second': 13125.459}
